latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp
22.7987,86.08996,313.1,0.47,0.4,2017-10-10,2009,N,VIIRS,n,1,292.3,1.8
23.79373,86.24052,308.6,0.54,0.51,2017-09-05,1925,N,VIIRS,n,1,286,2.3
22.36592,87.01885,315.2,0.46,0.39,2017-09-15,1938,N,VIIRS,n,1,292.5,2.1
23.76617,86.03902,307.2,0.54,0.42,2017-09-15,1937,N,VIIRS,n,1,289.6,1.8
23.76524,86.03704,314.5,0.35,0.56,2017-10-14,2034,N,VIIRS,n,1,291.8,1.4
22.80004,86.08966,314.2,0.34,0.56,2017-09-16,1919,N,VIIRS,n,1,280.1,1.3
23.78899,86.31686,307.3,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,286.8,1.4
23.78987,86.29803,305.4,0.38,0.36,2017-10-16,1956,N,VIIRS,n,1,294.2,0.8
23.73291,85.01131,308.3,0.39,0.36,2017-09-03,2002,N,VIIRS,n,1,293.3,1.2
23.73021,85.00691,312.7,0.39,0.36,2017-09-03,2002,N,VIIRS,n,1,292.5,1.2
23.73298,85.0057,304.2,0.46,0.64,2017-09-22,2046,N,VIIRS,n,1,286.2,2
23.72833,85.00918,305.4,0.37,0.58,2017-10-03,2040,N,VIIRS,n,1,288.9,1.6
23.72109,85.00916,306.3,0.39,0.44,2017-10-04,2022,N,VIIRS,n,1,291.5,1
23.71912,85.00901,300.5,0.5,0.41,2017-10-06,1944,N,VIIRS,n,1,280.3,0.9
23.66348,85.5536,303.3,0.32,0.55,2017-10-14,2034,N,VIIRS,n,1,291,0.3
22.79636,86.20496,330.2,0.41,0.37,2017-09-03,2003,N,VIIRS,n,1,293.1,9.7
22.78806,86.20288,312.3,0.57,0.69,2017-09-06,2046,N,VIIRS,n,1,286,2.5
22.79822,86.20794,339.7,0.49,0.4,2017-09-08,0741,N,VIIRS,n,1,298.1,5.9
22.78689,86.20493,299.8,0.42,0.45,2017-09-10,1931,N,VIIRS,n,1,271.9,0.9
22.79833,86.20745,344.1,0.42,0.38,2017-09-19,0735,N,VIIRS,n,1,291.7,7.9
22.79509,86.2075,337.4,0.49,0.49,2017-10-04,0754,N,VIIRS,n,1,294.5,6.9
22.79653,86.20848,345.3,0.4,0.44,2017-10-12,0703,N,VIIRS,n,1,293,13.7
21.68084,84.04311,309.2,0.38,0.36,2017-09-03,2003,N,VIIRS,n,1,294.5,1.8
21.67941,84.04017,305.4,0.4,0.37,2017-09-24,2010,N,VIIRS,n,1,284.7,1.4
21.67973,84.03918,304.7,0.55,0.51,2017-09-26,1932,N,VIIRS,n,1,288.2,1.7
21.92722,83.34015,338,0.39,0.36,2017-09-03,0734,N,VIIRS,n,1,303.3,3.8
22.02257,83.38093,303,0.43,0.38,2017-10-15,2016,N,VIIRS,n,1,286.1,0.6
23.81678,86.56689,306.4,0.47,0.48,2017-10-04,2021,N,VIIRS,n,1,290.5,0.8
23.81549,86.56452,306.9,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,290.1,1.3
23.81525,86.5667,309.2,0.37,0.58,2017-10-14,2034,N,VIIRS,n,1,291.2,0.7
23.66723,86.9208,305.7,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,270.5,1
22.78868,86.21046,305.5,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,282.9,0.8
22.79608,86.20924,319.3,0.57,0.69,2017-09-22,2047,N,VIIRS,n,1,285.5,2.2
20.96392,85.17135,306.5,0.46,0.39,2017-09-04,1944,N,VIIRS,n,1,290.9,1.9
23.68142,86.09478,303.9,0.55,0.51,2017-09-07,2028,N,VIIRS,n,1,288.4,1.2
23.6793,86.09248,301.4,0.54,0.68,2017-09-22,2046,N,VIIRS,n,1,283.8,1.8
23.67315,86.11452,305.2,0.55,0.51,2017-09-23,2028,N,VIIRS,n,1,289.9,1.4
23.68492,86.09286,312.4,0.68,0.74,2017-10-03,1900,N,VIIRS,n,1,284.4,2.3
23.66702,86.08973,301,0.54,0.68,2017-10-08,1906,N,VIIRS,n,1,286,1.4
23.68095,86.08527,314.2,0.38,0.36,2017-10-16,1956,N,VIIRS,n,1,296.6,1.7
23.7917,86.35191,308.4,0.41,0.37,2017-09-03,2002,N,VIIRS,n,1,293.1,3.7
23.79035,86.3485,307.5,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,292.2,2.2
23.7929,86.34951,300.2,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,261.5,0.8
21.96845,85.31356,301.6,0.53,0.67,2017-09-06,2047,N,VIIRS,n,1,285.5,0.8
23.65072,85.43932,297.4,0.38,0.44,2017-09-15,1937,N,VIIRS,n,1,274.6,0.8
23.64788,85.43629,302.2,0.48,0.4,2017-10-06,1944,N,VIIRS,n,1,282.3,1
23.65071,85.43423,302.9,0.62,0.71,2017-10-13,2053,N,VIIRS,n,1,287.7,1.9
23.79436,86.23957,313.9,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,292.6,1.1
23.79635,86.23693,302.6,0.53,0.5,2017-10-07,1925,N,VIIRS,n,1,283.3,1.2
23.78456,86.33659,330.5,0.47,0.47,2017-09-21,0657,N,VIIRS,n,1,293,4.3
23.78612,86.33613,324.8,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,289.4,3.2
23.7737,86.38457,295.6,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,267.1,0.9
23.78301,86.39416,303.2,0.42,0.45,2017-09-26,1931,N,VIIRS,n,1,285.6,0.7
23.78341,86.39552,307,0.52,0.67,2017-10-08,1906,N,VIIRS,n,1,285.6,1.2
23.78223,86.39298,333.6,0.42,0.45,2017-10-15,0748,N,VIIRS,l,1,305.1,5.1
23.72445,85.05083,304.1,0.48,0.48,2017-10-09,2028,N,VIIRS,n,1,289.2,1.9
23.67485,84.99465,328.6,0.34,0.56,2017-10-14,0806,N,VIIRS,n,1,299.8,2.4
23.80873,85.53335,305.4,0.41,0.45,2017-10-04,2021,N,VIIRS,n,1,290.8,0.6
23.81063,85.53307,310.3,0.39,0.36,2017-10-05,2003,N,VIIRS,n,1,290.1,0.9
23.81042,85.53146,306.8,0.43,0.38,2017-10-10,2009,N,VIIRS,n,1,287,1
23.81296,85.53342,303.5,0.32,0.55,2017-10-14,2034,N,VIIRS,n,1,290.7,0.6
23.77828,86.20692,310.2,0.44,0.39,2017-09-04,1944,N,VIIRS,n,1,293.9,3.9
23.77406,86.20683,307.3,0.46,0.39,2017-09-24,2009,N,VIIRS,n,1,293.4,2.8
23.78982,86.29148,305.4,0.46,0.47,2017-10-04,2021,N,VIIRS,n,1,291,1.8
23.78423,86.33499,320,0.46,0.39,2017-09-24,2009,N,VIIRS,n,1,294.2,7.1
23.78423,86.33646,329.2,0.39,0.37,2017-09-25,1950,N,VIIRS,n,1,284.9,1.8
23.78278,86.33553,307.3,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,287.4,1.4
23.78633,86.33475,310.3,0.42,0.45,2017-10-12,1931,N,VIIRS,n,1,289,4.9
23.7861,86.33718,319.7,0.36,0.57,2017-10-14,2034,N,VIIRS,n,1,293.6,3
20.9651,85.19238,304.2,0.46,0.63,2017-10-13,1913,N,VIIRS,n,1,287.6,1.6
20.94401,86.05811,307.4,0.43,0.38,2017-09-04,1944,N,VIIRS,n,1,292.2,1.6
20.96588,85.1942,308.1,0.45,0.39,2017-09-24,2010,N,VIIRS,n,1,291,3.8
23.78297,86.39254,311.7,0.57,0.52,2017-09-23,2028,N,VIIRS,n,1,291.1,3.7
23.78218,86.39333,320.4,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,293.5,2
23.78262,86.33768,307.4,0.42,0.61,2017-10-13,1912,N,VIIRS,n,1,282.6,2.2
23.78151,86.34068,336.5,0.39,0.36,2017-10-16,0729,N,VIIRS,l,1,311.4,5.5
23.78154,86.39317,327.7,0.39,0.36,2017-10-16,1956,N,VIIRS,n,1,299.2,3.3
23.64964,85.4352,334.2,0.44,0.39,2017-09-04,0716,N,VIIRS,l,1,303.5,3.8
23.64887,85.43875,306.4,0.51,0.49,2017-09-23,2028,N,VIIRS,n,1,291.7,1.5
23.64836,85.43761,316,0.47,0.48,2017-10-12,1931,N,VIIRS,n,1,291.5,2.5
23.7775,86.20592,303.4,0.54,0.68,2017-09-06,2046,N,VIIRS,n,1,282.2,1.3
23.77991,86.2056,299.9,0.54,0.68,2017-09-06,2046,N,VIIRS,n,1,281.8,1.7
23.77814,86.20528,306.6,0.56,0.51,2017-09-23,2028,N,VIIRS,n,1,289.2,2.1
23.77643,86.20494,310.9,0.46,0.39,2017-09-24,2009,N,VIIRS,n,1,293.2,4.8
23.7757,86.20788,308.3,0.4,0.37,2017-09-25,1950,N,VIIRS,n,1,285.1,1.7
23.77455,86.20811,307.7,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,292.9,1.8
23.77655,86.2043,303.8,0.55,0.68,2017-10-08,2046,N,VIIRS,n,1,286.5,1.6
23.77775,86.39076,333.6,0.41,0.37,2017-09-03,2002,N,VIIRS,n,1,294.6,2.8
23.7774,86.39038,324.9,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,293.4,3
23.77823,86.39072,325.3,0.51,0.41,2017-09-15,1937,N,VIIRS,n,1,291.9,4.4
23.77633,86.39181,329.9,0.43,0.38,2017-09-19,0735,N,VIIRS,n,1,295.3,3.7
23.77734,86.3912,332.2,0.41,0.37,2017-09-20,0716,N,VIIRS,n,1,293.3,3.1
23.77884,86.39175,332.9,0.46,0.47,2017-10-04,2021,N,VIIRS,n,1,291.8,3.4
23.77802,86.39204,323.4,0.41,0.61,2017-10-13,1912,N,VIIRS,n,1,282,2.8
23.76757,86.38875,320,0.41,0.37,2017-09-03,2002,N,VIIRS,n,1,293.3,2.6
23.76953,86.38925,312.7,0.39,0.36,2017-09-25,1950,N,VIIRS,n,1,275,1.2
23.77098,86.38815,306.7,0.42,0.45,2017-09-26,1931,N,VIIRS,n,1,286.5,1.2
23.77022,86.38978,326.6,0.46,0.47,2017-10-04,2021,N,VIIRS,n,1,291.6,1.9
23.77027,86.38825,302.8,0.43,0.38,2017-10-06,1944,N,VIIRS,n,1,272.2,2
23.60481,87.15258,308.7,0.41,0.37,2017-09-04,1944,N,VIIRS,n,1,293.3,2.5
23.56465,87.0895,307.3,0.39,0.36,2017-09-14,1956,N,VIIRS,n,1,291,1.3
23.78239,86.34239,323.7,0.41,0.37,2017-09-03,2002,N,VIIRS,n,1,294.6,3
23.78093,86.34252,300.5,0.42,0.45,2017-09-10,1931,N,VIIRS,n,1,260.4,1.4
23.79922,86.34727,311.8,0.52,0.41,2017-09-15,1937,N,VIIRS,n,1,291.3,3.7
23.79862,86.34995,311.2,0.39,0.36,2017-10-16,1956,N,VIIRS,n,1,299,1.2
23.77878,86.39265,348.5,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,296.1,2.6
23.77751,86.39382,329.9,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,288.2,3.4
23.44424,87.48917,295.6,0.4,0.37,2017-09-20,1944,N,VIIRS,n,1,272,0.3
23.78156,86.34011,299.4,0.45,0.63,2017-09-17,2040,N,VIIRS,n,1,270.8,1.2
23.78423,86.34018,308.6,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,292.1,1.4
23.72828,85.04945,301.2,0.38,0.44,2017-09-02,2021,N,VIIRS,n,1,273.1,0.9
23.72556,85.0493,308.9,0.46,0.64,2017-09-06,2046,N,VIIRS,n,1,287.3,1.2
23.72788,85.04842,315.6,0.47,0.64,2017-09-06,2046,N,VIIRS,n,1,287.6,2.2
23.72753,85.04864,312.6,0.4,0.6,2017-09-16,1919,N,VIIRS,n,1,283.6,1.2
23.72345,85.05019,305.1,0.48,0.48,2017-09-23,2028,N,VIIRS,n,1,291.3,1.2
23.72749,85.04946,322.1,0.42,0.37,2017-09-24,2009,N,VIIRS,n,1,293.2,2.3
23.72412,85.04686,335.7,0.4,0.37,2017-09-25,0722,N,VIIRS,n,1,304.9,2.5
23.72758,85.04967,307.9,0.63,0.72,2017-10-08,1906,N,VIIRS,n,1,286.4,1.7
23.73008,85.05087,309.2,0.5,0.49,2017-10-12,1931,N,VIIRS,n,1,290.4,1.6
23.80597,87.03876,306.4,0.43,0.38,2017-09-03,2002,N,VIIRS,n,1,291.8,2.1
23.80445,87.03822,306.1,0.41,0.45,2017-10-15,2015,N,VIIRS,n,1,295.9,1.3
23.79252,86.23873,301,0.54,0.68,2017-09-06,1906,N,VIIRS,n,1,278,1
23.76467,86.03819,299.5,0.4,0.37,2017-10-11,1950,N,VIIRS,n,1,277.7,0.8
23.75938,85.86019,295.1,0.43,0.46,2017-09-02,2021,N,VIIRS,n,1,262.7,1.8
23.7578,85.86085,320.7,0.4,0.37,2017-09-03,2002,N,VIIRS,n,1,293.6,2.2
23.75937,85.8597,330.9,0.39,0.44,2017-09-29,0748,N,VIIRS,n,1,294,2.6
23.75645,85.85876,307.8,0.34,0.56,2017-10-14,2034,N,VIIRS,n,1,291.2,1.3
23.75842,85.86034,335.3,0.39,0.36,2017-10-16,0729,N,VIIRS,l,1,310.1,5.4
23.80268,86.32117,316.3,0.45,0.63,2017-10-03,2040,N,VIIRS,n,1,286.8,1.9
23.80523,86.31969,312,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,294.2,2.2
23.88761,85.00743,307.8,0.5,0.41,2017-09-04,1944,N,VIIRS,n,1,293.3,1.2
23.88788,85.00841,307.5,0.41,0.37,2017-09-08,2009,N,VIIRS,n,1,277.5,0.8
23.8884,85.00999,304.4,0.41,0.37,2017-09-08,2009,N,VIIRS,n,1,276.9,0.9
23.88853,84.99519,302.5,0.43,0.38,2017-09-09,1950,N,VIIRS,n,1,284.3,0.4
23.88678,85.00783,313,0.43,0.38,2017-09-09,1950,N,VIIRS,n,1,287.5,1.5
23.88881,85.00901,300,0.37,0.58,2017-09-17,2040,N,VIIRS,n,1,277.6,0.5
23.88862,85.00711,295.5,0.43,0.38,2017-09-25,1950,N,VIIRS,n,1,268.2,0.4
23.88926,85.0083,307.8,0.39,0.36,2017-10-05,2003,N,VIIRS,n,1,290.2,0.6
23.89085,84.99509,302.5,0.47,0.48,2017-10-09,2028,N,VIIRS,n,1,289.7,0.7
23.88805,85.00908,308.4,0.47,0.48,2017-10-09,2028,N,VIIRS,n,1,289.9,1
23.88818,85.00689,305.6,0.43,0.38,2017-10-11,1950,N,VIIRS,n,1,290.6,1
23.88783,85.00756,312.5,0.39,0.36,2017-10-16,1956,N,VIIRS,n,1,293.7,1.4
23.798,86.34534,310.1,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,294.1,2.7
23.79388,86.34908,311.9,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,293.6,2.2
23.79482,86.34963,304.3,0.55,0.68,2017-09-06,2046,N,VIIRS,n,1,281.8,2.1
23.79202,86.34902,307.9,0.33,0.55,2017-09-16,1919,N,VIIRS,n,1,289,1.2
23.79255,86.34982,301.8,0.39,0.37,2017-09-25,1950,N,VIIRS,n,1,280.8,1.4
23.79261,86.34894,307.5,0.42,0.45,2017-09-26,1931,N,VIIRS,n,1,287,1.3
23.79789,86.34484,305.4,0.42,0.45,2017-10-12,1931,N,VIIRS,n,1,289.2,2.3
23.79318,86.35248,306.6,0.56,0.43,2017-10-15,2015,N,VIIRS,n,1,296.4,1.6
23.79202,86.34872,314.8,0.39,0.36,2017-10-16,1956,N,VIIRS,n,1,296.2,1.1
23.78751,86.31693,315.1,0.46,0.39,2017-09-24,2009,N,VIIRS,n,1,294,2.6
23.78564,86.31628,309.8,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,287,1.6
20.94303,86.05429,301.1,0.5,0.41,2017-10-01,1938,N,VIIRS,n,1,275.5,0.5
22.7827,86.20355,308.4,0.42,0.45,2017-10-12,1932,N,VIIRS,n,1,291,1.4
23.78036,86.34241,339,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,294.9,7.7
23.77787,86.34528,300.5,0.53,0.67,2017-09-06,1906,N,VIIRS,n,1,275.4,0.7
23.78029,86.34327,313.2,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,260.2,1.3
23.77888,86.34161,315.5,0.53,0.67,2017-09-22,1906,N,VIIRS,n,1,285.5,2.6
23.77937,86.33909,306.8,0.57,0.52,2017-09-23,2028,N,VIIRS,n,1,290,2.7
23.77872,86.34509,346.3,0.39,0.36,2017-10-16,0729,N,VIIRS,n,1,312.7,5.5
23.78477,86.30374,296.3,0.53,0.67,2017-09-06,1906,N,VIIRS,n,1,270.9,0.3
23.78475,86.30383,303.9,0.4,0.37,2017-09-09,1950,N,VIIRS,n,1,272.2,1.2
23.78546,86.30496,311.7,0.4,0.37,2017-09-25,1950,N,VIIRS,n,1,284.2,1.6
23.78717,86.29366,310.8,0.38,0.36,2017-10-16,1956,N,VIIRS,n,1,299.4,2.6
23.79214,85.61206,311,0.38,0.36,2017-10-16,1956,N,VIIRS,n,1,292.8,1.4
23.72233,86.44028,332.9,0.41,0.37,2017-09-04,0716,N,VIIRS,l,1,307,9.1
23.72392,86.44039,315.9,0.43,0.38,2017-09-04,1944,N,VIIRS,n,1,292.8,2.2
23.71879,86.4409,305.3,0.51,0.41,2017-09-15,1937,N,VIIRS,n,1,290.3,2.2
23.72485,86.44104,307.9,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,293.3,1.3
23.72534,86.44195,310.2,0.52,0.66,2017-10-08,1906,N,VIIRS,n,1,284.3,2.3
23.72578,86.44509,307.5,0.41,0.45,2017-10-12,1931,N,VIIRS,n,1,289.1,1.3
23.77029,86.3934,310.1,0.41,0.37,2017-09-03,2002,N,VIIRS,n,1,293.7,2.6
23.76774,86.39196,312.3,0.51,0.41,2017-09-15,1937,N,VIIRS,n,1,292.5,2.4
23.76938,86.39242,299.7,0.45,0.63,2017-09-17,2040,N,VIIRS,n,1,270.9,1.6
23.76757,86.39472,310.4,0.58,0.52,2017-09-23,2028,N,VIIRS,n,1,292.2,2.6
23.7675,86.39204,310.4,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,289,1.3
23.6763,86.08501,312.4,0.45,0.39,2017-09-04,1944,N,VIIRS,n,1,294.1,2.4
23.68365,86.08963,310.8,0.38,0.36,2017-10-16,1956,N,VIIRS,n,1,294.9,0.9
23.68065,86.09502,310.1,0.4,0.37,2017-09-03,2002,N,VIIRS,n,1,285.3,1.6
23.68318,86.09337,298.5,0.4,0.37,2017-09-25,1950,N,VIIRS,n,1,275.4,1.2
23.6789,86.09574,309.3,0.54,0.51,2017-10-07,1925,N,VIIRS,n,1,286.4,2.1
23.6693,86.09177,303.7,0.43,0.62,2017-10-13,1912,N,VIIRS,n,1,287.3,0.6
23.76955,86.39545,302.7,0.57,0.69,2017-10-08,2046,N,VIIRS,n,1,286.1,3.5
23.77833,86.38988,330.3,0.46,0.47,2017-09-05,0657,N,VIIRS,n,1,296.7,3.1
23.77858,86.38962,317.2,0.52,0.67,2017-09-06,1906,N,VIIRS,n,1,283.1,2.2
23.77971,86.38956,302.1,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,268.7,0.7
23.77815,86.38899,315.3,0.56,0.43,2017-10-15,2015,N,VIIRS,n,1,297,3.1
23.75701,86.41724,309.7,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,293,1.1
23.75681,86.41773,305.8,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,284.7,0.8
23.74859,86.41831,331.8,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,292.7,5.1
23.74953,86.41988,331.8,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,293.6,2.6
23.7504,86.41838,326.3,0.52,0.67,2017-10-08,1906,N,VIIRS,n,1,282.8,3.9
23.75236,86.42104,304.1,0.57,0.69,2017-10-08,2046,N,VIIRS,n,1,285.9,1
23.75129,86.41685,330.5,0.38,0.36,2017-10-11,0722,N,VIIRS,n,1,298.1,1.5
23.75134,86.41678,333.4,0.39,0.36,2017-10-16,0729,N,VIIRS,l,1,308,6.2
23.75033,86.41824,340.3,0.39,0.36,2017-10-16,1956,N,VIIRS,n,1,298.3,4.7
23.7764,86.38895,300,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,268,0.7
23.776,86.38813,313,0.51,0.41,2017-09-15,1937,N,VIIRS,n,1,290.7,2.4
23.77512,86.3897,314.8,0.52,0.67,2017-09-22,1906,N,VIIRS,n,1,284.9,2.1
23.77607,86.38797,308.5,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,292.7,2.6
23.77474,86.38939,307.1,0.39,0.36,2017-10-11,1950,N,VIIRS,n,1,287.2,1.1
23.79096,86.3512,311.2,0.52,0.41,2017-09-15,1937,N,VIIRS,n,1,290.2,5.6
23.79255,86.35083,315.3,0.47,0.39,2017-09-24,2009,N,VIIRS,n,1,293.3,6.4
23.7719,86.39584,300.7,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,269.5,0.6
23.77421,86.3954,303.4,0.45,0.63,2017-09-17,2040,N,VIIRS,n,1,273.3,2.1
23.7735,86.39024,309,0.57,0.52,2017-09-23,2028,N,VIIRS,n,1,291.6,2.6
23.76791,86.39463,312.7,0.41,0.37,2017-10-05,2003,N,VIIRS,n,1,294.7,1.7
23.76617,86.39191,302.8,0.43,0.38,2017-10-06,1944,N,VIIRS,n,1,273.4,2.5
23.77194,86.41071,306.6,0.39,0.36,2017-10-16,1956,N,VIIRS,n,1,294.9,0.6
20.96585,86.01479,316,0.62,0.54,2017-09-07,2028,N,VIIRS,n,1,288.6,5.2
20.9635,86.00572,335.8,0.38,0.36,2017-09-14,0728,N,VIIRS,n,1,295,3.6
23.78058,86.34167,340.5,0.32,0.55,2017-09-07,0800,N,VIIRS,n,1,294.3,8.6
23.78116,86.3418,321.2,0.52,0.67,2017-10-08,1906,N,VIIRS,n,1,286.2,3.5
23.76449,86.40577,320.4,0.44,0.38,2017-09-04,1944,N,VIIRS,n,1,292.9,3.9
23.78032,86.39412,313.8,0.52,0.67,2017-09-06,1906,N,VIIRS,n,1,283.6,2.4
23.78028,86.39397,334.7,0.33,0.55,2017-09-07,0800,N,VIIRS,n,1,292.1,2.8
23.77943,86.39318,317,0.56,0.69,2017-10-08,2046,N,VIIRS,n,1,285.9,1.6
23.77913,86.39681,311.2,0.42,0.45,2017-10-12,1931,N,VIIRS,n,1,285.3,1.5
23.77925,86.39626,339.6,0.39,0.36,2017-10-16,0729,N,VIIRS,l,1,310.2,6.9
23.77997,86.39187,350.3,0.33,0.55,2017-09-23,0800,N,VIIRS,n,1,297.4,4.3
23.66489,84.99799,296.9,0.64,0.72,2017-09-06,1906,N,VIIRS,n,1,276.9,1.2
23.72876,85.04652,314.3,0.48,0.48,2017-09-23,2028,N,VIIRS,n,1,291.6,1.7
23.72591,85.05108,302,0.6,0.53,2017-10-14,2034,N,VIIRS,n,1,290.2,2.6
23.78706,86.31463,324.3,0.41,0.37,2017-09-03,2002,N,VIIRS,n,1,295.7,5.7
23.78574,86.30542,317.3,0.56,0.43,2017-10-15,2015,N,VIIRS,n,1,298.9,2.1
23.78538,86.30492,324.4,0.38,0.36,2017-10-16,1956,N,VIIRS,n,1,300.2,1.4
21.91836,83.34982,307.5,0.48,0.4,2017-09-25,1951,N,VIIRS,n,1,292.5,1.7
21.87736,83.5534,307.6,0.42,0.45,2017-09-07,2028,N,VIIRS,n,1,288.4,1.8
21.87683,83.55368,305.1,0.47,0.4,2017-09-25,1951,N,VIIRS,n,1,290.6,1.1
21.87919,83.55434,302,0.37,0.58,2017-10-07,1926,N,VIIRS,n,1,273.9,1
21.87738,83.55382,309.1,0.41,0.37,2017-10-16,1957,N,VIIRS,n,1,295.5,1
20.9602,85.17885,349.4,0.42,0.38,2017-09-08,0740,N,VIIRS,n,1,298.6,4.7
20.95976,85.17878,316.1,0.73,0.76,2017-10-03,1901,N,VIIRS,n,1,282.4,3.2
20.96096,85.18383,320.1,0.46,0.39,2017-09-20,1945,N,VIIRS,n,1,283.6,2.6
20.95858,85.18352,321,0.46,0.47,2017-09-26,1932,N,VIIRS,n,1,288.4,3.2
20.959,85.18407,327,0.35,0.57,2017-10-14,2035,N,VIIRS,n,1,290.2,2.4
20.95999,85.18291,320.7,0.46,0.63,2017-10-13,1913,N,VIIRS,n,1,287.7,3.2
20.95973,85.18072,326.1,0.35,0.57,2017-10-14,2035,N,VIIRS,n,1,290.3,2.4
21.92693,83.33731,304.7,0.41,0.45,2017-09-07,2028,N,VIIRS,n,1,287.8,2
21.92639,83.34053,312.8,0.42,0.38,2017-09-14,1957,N,VIIRS,n,1,277.1,1.7
23.81089,87.02609,310,0.5,0.41,2017-09-08,2009,N,VIIRS,n,1,292.2,3
23.8124,87.02547,309.8,0.48,0.4,2017-09-15,1937,N,VIIRS,n,1,292.9,2.6
23.81245,87.025,305.2,0.5,0.41,2017-09-24,2009,N,VIIRS,n,1,290.3,4.3
23.81173,87.02561,297.5,0.49,0.65,2017-10-03,2040,N,VIIRS,n,1,285.5,0.9
23.81356,87.0259,305.5,0.4,0.6,2017-10-14,2034,N,VIIRS,n,1,291.8,1.1
23.81288,87.02702,305.6,0.4,0.6,2017-10-14,2034,N,VIIRS,n,1,291.4,1
20.9597,85.17522,327.1,0.46,0.39,2017-09-04,1944,N,VIIRS,n,1,292.1,3.9
20.9604,85.17501,337.3,0.51,0.49,2017-09-23,0759,N,VIIRS,n,1,295.3,9
20.95807,85.17529,309.3,0.57,0.52,2017-10-07,1926,N,VIIRS,n,1,284.2,2.2
22.85692,86.05628,306.2,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,287,0.9
22.87294,86.06378,305.8,0.46,0.47,2017-10-04,2022,N,VIIRS,n,1,289.9,0.9
23.80229,86.32563,329.9,0.57,0.43,2017-09-10,0703,N,VIIRS,n,1,293.5,5.2
23.80436,86.32469,296.1,0.42,0.46,2017-09-10,1931,N,VIIRS,n,1,266,0.3
23.80369,86.32448,297.1,0.38,0.36,2017-09-14,1956,N,VIIRS,n,1,260.8,0.7
23.80396,86.32515,309.5,0.42,0.45,2017-09-26,1931,N,VIIRS,n,1,287.5,1.4
23.80166,86.3254,306.5,0.45,0.63,2017-10-03,2040,N,VIIRS,n,1,286.9,1.9
23.8038,86.32191,338.3,0.43,0.38,2017-09-03,0735,N,VIIRS,n,1,300.4,7.4
23.80399,86.32303,308.2,0.46,0.39,2017-09-08,2009,N,VIIRS,n,1,275.6,2.6
23.80485,86.32375,305.9,0.33,0.56,2017-09-16,1919,N,VIIRS,n,1,289.2,1.7
23.80366,86.32295,310.2,0.44,0.63,2017-09-17,2040,N,VIIRS,n,1,268.8,1.5
23.80165,86.32291,302.1,0.53,0.5,2017-10-07,1925,N,VIIRS,n,1,281,1.8
23.80383,86.32325,340,0.42,0.45,2017-10-15,0748,N,VIIRS,l,1,310.5,6.2
21.76765,84.02137,305.2,0.44,0.62,2017-09-06,2047,N,VIIRS,n,1,287.7,1
21.76784,84.01967,316.6,0.44,0.63,2017-09-06,2047,N,VIIRS,n,1,288.5,1.6
23.72725,86.43926,302.7,0.58,0.52,2017-09-07,2027,N,VIIRS,n,1,276.8,1.1
23.72089,86.44214,308.4,0.52,0.67,2017-09-22,1906,N,VIIRS,n,1,284.6,2.3
23.72513,86.44553,296.8,0.39,0.36,2017-09-25,1950,N,VIIRS,n,1,264.7,0.2
23.72022,86.44228,304.7,0.52,0.5,2017-10-07,1925,N,VIIRS,n,1,286.4,1.1
23.72515,86.44162,309.9,0.37,0.58,2017-10-14,2034,N,VIIRS,n,1,292.7,2.5
23.72627,86.44639,306.9,0.57,0.43,2017-10-15,2015,N,VIIRS,n,1,296.6,1
