latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
9.02784,77.72874,334.2,0.49,0.65,2018-09-01,0724,N,VIIRS,n,1.0NRT,281.8,3.9,D
18.55398,74.35365,340.3,0.53,0.67,2018-09-01,0724,N,VIIRS,n,1.0NRT,290.9,10.1,D
23.55072,87.24381,335.3,0.41,0.37,2018-09-01,0724,N,VIIRS,n,1.0NRT,295.3,6.9,D
23.72199,86.44272,330.2,0.39,0.36,2018-09-01,0724,N,VIIRS,n,1.0NRT,290.3,2.8,D
23.72533,86.44215,334.4,0.39,0.36,2018-09-01,0724,N,VIIRS,n,1.0NRT,288.8,5,D
23.77484,86.3905,335.8,0.39,0.36,2018-09-01,0724,N,VIIRS,n,1.0NRT,289.9,6.7,D
23.75559,85.86322,331.1,0.39,0.36,2018-09-01,0724,N,VIIRS,n,1.0NRT,299,5.5,D
11.30273,79.80861,302.3,0.47,0.39,2018-09-01,2000,N,VIIRS,n,1.0NRT,283.5,0.6,N
25.0278,87.37024,322,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.1,2.2,N
23.80485,87.04095,312.4,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.6,2,N
23.69406,87.11821,308.3,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.1,1.7,N
23.69343,87.12202,312.1,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.5,2.6,N
23.68992,87.10165,306.8,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,289.2,1.7,N
23.80416,86.33276,309.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.2,2.1,N
23.80205,86.32463,332.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.7,5,N
23.79847,86.34716,328.3,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,295,5.2,N
23.73372,86.74998,306.2,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.6,1.9,N
23.72918,86.7569,312.6,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.1,2.9,N
23.79127,86.34968,311.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.5,2.3,N
23.78078,86.39412,349.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,294.1,4.1,N
23.78138,86.39036,315.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.5,4.1,N
23.77816,86.39042,321,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.8,2.8,N
23.77756,86.39418,336.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.8,2.8,N
23.77697,86.39794,306.3,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.4,1.1,N
23.78679,86.3147,322.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,293.3,5,N
23.78262,86.34098,324.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.8,2.5,N
23.77486,86.38979,325.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,293,2.8,N
23.78381,86.33347,312.3,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292,3.2,N
23.78322,86.33723,313.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.5,2.5,N
23.77426,86.39356,314,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,293.2,2.8,N
23.77366,86.39732,310.8,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.5,1.1,N
23.77156,86.38918,333.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.5,2.3,N
23.79598,86.23526,308.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,3.2,N
23.79538,86.23901,306,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,3.2,N
23.78468,86.30657,313.8,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.3,3.1,N
23.77932,86.34036,314.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.3,2.2,N
23.77872,86.34412,318.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.6,2.6,N
23.77096,86.39294,306.8,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.6,2.3,N
23.76826,86.38856,317.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.7,2.3,N
23.76706,86.39607,307.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292,2.4,N
23.76587,86.40358,307.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.3,1.8,N
23.76436,86.39169,307.8,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.1,1.3,N
23.76376,86.39545,308.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.9,2.7,N
23.67303,86.93817,304.7,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,287.2,0.7,N
23.75656,86.39796,314.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292,0.9,N
23.75296,86.42049,311.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.9,1.8,N
23.74966,86.41987,325,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.2,1.8,N
23.66948,86.91792,326,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,287.8,2.6,N
23.75325,86.39734,306.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291,0.9,N
23.75026,86.41611,312.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291,1.8,N
23.66616,86.91728,333.7,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,288.3,4.7,N
23.74576,86.423,309.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291,2.1,N
23.73736,86.43302,306.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,1.7,N
23.72955,86.43929,315.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.3,2.7,N
23.72565,86.44242,320.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,292.2,2.9,N
23.72234,86.4418,335.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,293,4.5,N
23.72294,86.43804,310.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.3,1.9,N
23.71784,86.44869,306.8,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.9,1.5,N
23.64108,86.92421,306.7,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,289.5,1.1,N
23.60364,87.15273,308.8,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.1,2.2,N
23.80694,85.86257,319.5,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.8,2.1,N
23.76885,86.0409,304.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.7,0.9,N
23.70703,86.43118,307.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.2,1.2,N
23.76673,86.03278,305.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.8,1.4,N
23.76614,86.03654,317.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.6,1.4,N
23.76555,86.04029,314.5,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291,1.7,N
23.70372,86.43054,306.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.5,1.5,N
23.55448,87.242,337.4,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,5.7,N
23.55384,87.24583,314.1,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,2.5,N
23.55051,87.24519,323.7,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.4,3.6,N
23.686,86.39239,316,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291,2.4,N
23.67819,86.39866,310.8,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.1,1.4,N
23.88936,85.00953,304.6,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,280.6,1.7,N
23.75953,85.86153,313.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.2,1.2,N
23.75623,85.86093,320.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.2,1.2,N
23.7574,85.85342,309.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,2.3,N
23.75564,85.86469,308,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.9,1.2,N
23.75339,85.86131,308.5,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.7,1.1,N
23.7528,85.86507,306.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.3,1.1,N
23.75067,85.85694,308.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.7,2.5,N
23.50912,87.27786,307.8,0.39,0.37,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.4,1.7,N
23.50849,87.28171,306.8,0.39,0.37,2018-09-01,1954,N,VIIRS,n,1.0NRT,291,1.7,N
23.68274,86.09527,325.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,1.5,N
23.68333,86.09151,316.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.2,1.2,N
23.67943,86.09465,324.3,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.6,1.5,N
23.68003,86.0909,304.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.3,1.2,N
23.67884,86.0984,306.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.5,1.5,N
23.67731,86.08653,325.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.7,1.7,N
23.67401,86.08592,311,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.8,1.7,N
23.66953,86.0928,305.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.9,1.5,N
23.63089,86.29402,310.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.4,1.7,N
23.62818,86.28965,337.8,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,291.3,4.8,N
23.74357,85.50749,304.5,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,289.9,1.1,N
22.80117,86.20544,304.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,285.4,0.9,N
22.80058,86.20918,306.6,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,286.6,0.9,N
22.79787,86.20481,337.5,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,290.3,8.5,N
22.79727,86.20856,334.9,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,288,8.5,N
22.79846,86.20108,309.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,286.9,1.8,N
22.79668,86.21229,303.6,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,287.5,1.1,N
22.79457,86.2042,339.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,287.4,8.5,N
22.79516,86.20046,319,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,287.2,1.8,N
22.79397,86.20793,316.6,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,287.8,8.5,N
22.79337,86.21166,303.6,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,288,1.1,N
22.79007,86.21105,310.6,0.39,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,287.5,1.7,N
21.07726,85.04035,299.2,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,269.5,1,N
20.96266,85.19121,323.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,280.2,1.5,N
20.96439,85.18016,300.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,278.6,0.7,N
20.96324,85.18752,303,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,278.7,1.5,N
20.96223,85.17222,327.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,277.3,1.7,N
20.96108,85.17957,334.9,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,279.2,2.5,N
20.96051,85.18326,337.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,279.9,2.5,N
20.9628,85.16854,302.3,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,276.9,0.6,N
20.96166,85.1759,319.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,277.8,1.7,N
20.95993,85.18694,304.1,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,278.9,1.6,N
20.95778,85.17899,321.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,278,2.5,N
20.96122,85.15691,298.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,275.9,0.2,N
20.95893,85.17164,299.6,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,277.1,1.7,N
20.95835,85.17532,317.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,277.3,1.7,N
20.9572,85.18267,302.4,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,278.3,2.5,N
20.96804,85.02557,299,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,276.8,0.8,N
20.79402,85.25323,321.7,0.38,0.36,2018-09-01,1954,N,VIIRS,n,1.0NRT,263.7,3.1,N
18.66661,79.55252,302.8,0.39,0.44,2018-09-01,1954,N,VIIRS,n,1.0NRT,282.4,1.4,N
18.53026,74.32643,298.5,0.42,0.61,2018-09-01,1954,N,VIIRS,n,1.0NRT,285.7,0.4,N
12.68207,76.3484,336.5,0.35,0.57,2018-09-02,0842,N,VIIRS,n,1.0NRT,293,2.3,D
16.22485,76.26923,334.3,0.39,0.59,2018-09-02,0848,N,VIIRS,n,1.0NRT,295.9,4.3,D
16.22527,76.26833,337.6,0.39,0.59,2018-09-02,0848,N,VIIRS,n,1.0NRT,296.5,3.9,D
20.24417,86.6088,307,0.46,0.39,2018-09-02,1936,N,VIIRS,n,1.0NRT,290.5,0.5,N
17.61097,83.20452,308.2,0.44,0.46,2018-09-02,1936,N,VIIRS,n,1.0NRT,292.1,1.4,N
17.60668,83.20395,310.2,0.44,0.46,2018-09-02,1936,N,VIIRS,n,1.0NRT,292.2,1.4,N
12.64247,79.69815,302.4,0.32,0.55,2018-09-02,1936,N,VIIRS,n,1.0NRT,286.2,0.6,N
12.64365,79.70065,301.8,0.32,0.55,2018-09-02,1936,N,VIIRS,n,1.0NRT,286.1,0.3,N
12.10927,76.77981,301,0.5,0.66,2018-09-02,1936,N,VIIRS,n,1.0NRT,285.5,2,N
11.29897,78.9401,307.2,0.35,0.57,2018-09-02,1936,N,VIIRS,n,1.0NRT,283,1.5,N
23.26199,70.25081,302.6,0.55,0.43,2018-09-02,2118,N,VIIRS,n,1.0NRT,289.8,0.9,N
23.42954,68.71413,304,0.46,0.39,2018-09-02,2118,N,VIIRS,n,1.0NRT,291.8,0.4,N
22.93642,69.69889,309,0.52,0.41,2018-09-02,2118,N,VIIRS,n,1.0NRT,291.2,0.9,N
22.93264,69.69807,307,0.52,0.41,2018-09-02,2118,N,VIIRS,n,1.0NRT,291.1,0.9,N
22.93172,69.70309,308.1,0.52,0.41,2018-09-02,2118,N,VIIRS,n,1.0NRT,291.3,1.4,N
9.3379,78.92831,339.4,0.45,0.47,2018-09-03,0824,N,VIIRS,n,1.0NRT,298.7,2.8,D
9.34223,78.92775,336,0.45,0.47,2018-09-03,0824,N,VIIRS,n,1.0NRT,298.7,2.8,D
11.83487,78.8697,339.7,0.49,0.48,2018-09-03,0824,N,VIIRS,n,1.0NRT,303.4,2.1,D
12.38282,77.89976,342.2,0.43,0.46,2018-09-03,0824,N,VIIRS,n,1.0NRT,301.7,4,D
13.3182,79.93552,331.3,0.6,0.53,2018-09-03,0824,N,VIIRS,n,1.0NRT,298.1,3.6,D
13.32228,77.31913,331.8,0.41,0.45,2018-09-03,0824,N,VIIRS,n,1.0NRT,298.5,2,D
14.44925,79.84061,342.9,0.61,0.54,2018-09-03,0824,N,VIIRS,n,1.0NRT,295.9,12.6,D
14.41604,77.73687,340.9,0.45,0.47,2018-09-03,0824,N,VIIRS,n,1.0NRT,299.9,4.2,D
14.9521,79.34669,338.7,0.58,0.52,2018-09-03,0824,N,VIIRS,n,1.0NRT,298.9,6.6,D
14.95144,79.34123,337.9,0.58,0.52,2018-09-03,0824,N,VIIRS,n,1.0NRT,299.3,4.3,D
15.15693,77.66921,343.3,0.45,0.47,2018-09-03,0824,N,VIIRS,n,1.0NRT,303,4.2,D
15.17552,76.66135,334.5,0.39,0.44,2018-09-03,0824,N,VIIRS,n,1.0NRT,301.4,3.6,D
15.17503,76.65769,333.2,0.39,0.44,2018-09-03,0824,N,VIIRS,n,1.0NRT,302.9,3.8,D
15.17907,76.65717,333.4,0.39,0.44,2018-09-03,0824,N,VIIRS,n,1.0NRT,302.4,3.8,D
15.17559,76.6605,338.1,0.39,0.44,2018-09-03,0824,N,VIIRS,n,1.0NRT,301.3,4.4,D
15.17917,76.6563,334.3,0.39,0.44,2018-09-03,0824,N,VIIRS,n,1.0NRT,302.6,7.6,D
22.4153,69.03741,335.2,0.39,0.36,2018-09-03,0830,N,VIIRS,n,1.0NRT,302.9,4.1,D
25.02699,87.37189,307.7,0.6,0.53,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.3,1.8,N
23.78242,87.08355,307.8,0.6,0.53,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.5,4.9,N
23.79309,86.23736,296.2,0.34,0.56,2018-09-03,1918,N,VIIRS,n,1.0NRT,272.8,2.1,N
23.69417,87.12062,309.4,0.6,0.53,2018-09-03,1918,N,VIIRS,n,1.0NRT,288.2,4.9,N
23.69395,87.10722,304,0.6,0.53,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.4,4.6,N
23.69272,87.11899,306.1,0.6,0.53,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.6,2.8,N
23.6921,87.12493,310.1,0.59,0.53,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.9,2.8,N
23.68965,87.10069,307.3,0.6,0.53,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.6,5.1,N
23.80787,85.86173,299.8,0.36,0.57,2018-09-03,1918,N,VIIRS,n,1.0NRT,277.9,0.6,N
23.76463,86.03526,305.9,0.35,0.57,2018-09-03,1918,N,VIIRS,n,1.0NRT,280.6,1.4,N
23.75997,85.85612,302,0.36,0.57,2018-09-03,1918,N,VIIRS,n,1.0NRT,271.7,1,N
23.75499,85.85187,301.4,0.36,0.57,2018-09-03,1918,N,VIIRS,n,1.0NRT,269.1,2.7,N
23.75465,85.85552,299.5,0.36,0.57,2018-09-03,1918,N,VIIRS,n,1.0NRT,269.8,0.9,N
23.75397,85.86287,299.2,0.36,0.57,2018-09-03,1918,N,VIIRS,n,1.0NRT,272.1,2.6,N
23.5584,87.2435,321.1,0.58,0.52,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.4,4.1,N
23.55962,87.23187,304.3,0.58,0.52,2018-09-03,1918,N,VIIRS,n,1.0NRT,287,3,N
23.55901,87.23769,316.1,0.58,0.52,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.2,4.1,N
23.55354,87.2429,316,0.58,0.52,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.8,4.7,N
23.54809,87.24805,304.8,0.58,0.52,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.4,2.7,N
22.33053,82.66191,297.9,0.55,0.68,2018-09-03,1918,N,VIIRS,n,1.0NRT,278.2,2.8,N
22.32798,82.66611,301.4,0.55,0.68,2018-09-03,1918,N,VIIRS,n,1.0NRT,277.3,2.4,N
21.97103,85.31351,300.5,0.37,0.58,2018-09-03,1918,N,VIIRS,n,1.0NRT,286.1,0.6,N
21.96909,85.31309,301.9,0.37,0.58,2018-09-03,1918,N,VIIRS,n,1.0NRT,286.1,0.8,N
20.97265,86.00384,305.6,0.33,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.9,1.2,N
20.96659,86.01274,341.7,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.5,4.3,N
20.96213,86.00582,332.4,0.33,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.1,2.7,N
20.96149,86.01215,338.5,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287,4.3,N
20.96404,86.00732,323.6,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.2,3.5,N
20.9637,86.01046,336.7,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.3,3.5,N
20.96335,86.01362,338.2,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.4,4.3,N
20.94334,86.05572,305.5,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.6,1.5,N
20.94267,86.06195,310.9,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.5,1.3,N
20.92404,86.04372,305.1,0.32,0.55,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.2,0.5,N
20.88959,84.98084,303.3,0.38,0.59,2018-09-03,1918,N,VIIRS,n,1.0NRT,285.8,1.5,N
20.87182,84.99379,313.8,0.38,0.59,2018-09-03,1918,N,VIIRS,n,1.0NRT,285.8,0.9,N
20.87148,84.99735,304.3,0.38,0.59,2018-09-03,1918,N,VIIRS,n,1.0NRT,280.2,0.9,N
20.2429,86.60653,311.2,0.58,0.52,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.7,4.8,N
20.2447,86.60577,310.1,0.58,0.52,2018-09-03,1918,N,VIIRS,n,1.0NRT,287.7,6.8,N
27.45995,95.47752,309.1,0.39,0.36,2018-09-03,1912,N,VIIRS,n,1.0NRT,290.1,0.7,N
23.30583,70.47686,306.3,0.38,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,294.1,0.8,N
23.26433,70.25033,311.5,0.38,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,293.9,1.1,N
23.25713,70.25283,307.5,0.38,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,293.8,1,N
23.42939,68.71072,308,0.4,0.37,2018-09-03,2100,N,VIIRS,n,1.0NRT,295,1.2,N
23.10491,70.18755,305.5,0.38,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,294.2,0.8,N
22.9575,70.45252,309.9,0.39,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,293.6,1.1,N
22.95691,70.45625,304.6,0.39,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,293.3,1.1,N
22.9536,70.45564,331.7,0.39,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,294.2,4.4,N
21.23503,79.6309,302.3,0.38,0.59,2018-09-03,2100,N,VIIRS,n,1.0NRT,286.9,0.9,N
20.86479,79.29582,320.4,0.37,0.58,2018-09-03,2100,N,VIIRS,n,1.0NRT,283,1.7,N
20.86634,79.29675,318.3,0.37,0.58,2018-09-03,2100,N,VIIRS,n,1.0NRT,283.1,1.2,N
22.34213,69.86713,306.9,0.38,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,293.3,0.9,N
22.34058,69.85539,308,0.38,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,295.1,1.5,N
22.41685,69.03767,319.1,0.39,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,294.6,1.4,N
22.41628,69.04144,305.5,0.39,0.36,2018-09-03,2100,N,VIIRS,n,1.0NRT,294.2,1.4,N
21.11188,72.63684,306.2,0.45,0.39,2018-09-03,2100,N,VIIRS,n,1.0NRT,291.7,2.5,N
21.10909,72.63184,321.5,0.45,0.39,2018-09-03,2100,N,VIIRS,n,1.0NRT,291.7,5.1,N
21.1068,72.64474,331.2,0.45,0.39,2018-09-03,2100,N,VIIRS,n,1.0NRT,292.3,4.9,N
21.10833,72.63613,311,0.45,0.39,2018-09-03,2100,N,VIIRS,n,1.0NRT,291.9,2.5,N
21.10604,72.64904,316.5,0.45,0.39,2018-09-03,2100,N,VIIRS,n,1.0NRT,291.7,4.9,N
21.10326,72.64403,322.2,0.45,0.39,2018-09-03,2100,N,VIIRS,n,1.0NRT,291.2,5.2,N
21.10554,72.63113,307.1,0.45,0.39,2018-09-03,2100,N,VIIRS,n,1.0NRT,290,3.2,N
18.66154,79.553,302.7,0.42,0.61,2018-09-03,2100,N,VIIRS,n,1.0NRT,287.2,1.1,N
18.27061,74.19596,301.6,0.39,0.44,2018-09-03,2100,N,VIIRS,n,1.0NRT,289.4,0.6,N
17.14516,78.22375,302.1,0.37,0.58,2018-09-03,2100,N,VIIRS,n,1.0NRT,285.9,0.5,N
17.13929,77.18414,301,0.32,0.54,2018-09-03,2100,N,VIIRS,n,1.0NRT,287.5,0.4,N
15.91683,77.36309,303,0.34,0.56,2018-09-03,2100,N,VIIRS,n,1.0NRT,289,0.5,N
15.17784,77.10391,309.4,0.34,0.56,2018-09-03,2100,N,VIIRS,n,1.0NRT,286.2,1,N
15.18898,76.66024,307.8,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,288.7,1.2,N
15.1869,76.6443,299.8,0.32,0.54,2018-09-03,2100,N,VIIRS,n,1.0NRT,284.4,0.4,N
15.18459,76.65614,302.7,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,284.7,0.7,N
15.18401,76.65913,311.7,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,286.8,0.7,N
15.17961,76.65504,304,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,283.3,0.7,N
15.17729,76.66695,297.9,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,282.3,0.4,N
15.17464,76.65393,309.9,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,288.8,1,N
15.17406,76.65691,307.2,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,288.2,1,N
15.17348,76.65988,317.2,0.32,0.55,2018-09-03,2100,N,VIIRS,n,1.0NRT,285,1.1,N
15.50254,74.92277,301.2,0.49,0.48,2018-09-03,2100,N,VIIRS,n,1.0NRT,287.6,0.8,N
15.50169,74.92731,300,0.49,0.48,2018-09-03,2100,N,VIIRS,n,1.0NRT,287.4,0.8,N
15.5277,73.9945,302.8,0.42,0.46,2018-09-03,2100,N,VIIRS,n,1.0NRT,289.4,1.6,N
9.36178,77.42095,301.9,0.46,0.63,2018-09-03,2100,N,VIIRS,n,1.0NRT,289.6,0.6,N
9.36098,77.42516,304.6,0.46,0.63,2018-09-03,2100,N,VIIRS,n,1.0NRT,289.5,0.6,N
9.36204,77.42339,315.4,0.46,0.63,2018-09-03,2100,N,VIIRS,n,1.0NRT,289.7,1.4,N
22.22474,84.75282,296.6,0.74,0.76,2018-09-03,2054,N,VIIRS,n,1.0NRT,275.8,3.5,N
